source,post_id,user_id,container_id,amp_prob_full,amp_prob_behavioral,is_sockpuppet,n_chars,n_words,n_emoji,n_punct,emoji_density,punct_density,is_short,is_long,is_emoji_heavy,max_token_repeat_ratio,has_repeated_chars,hour_of_day,day_of_week,is_late_night
tiktok,7094383083277402881,tiktok_6877109719237690369,7094264285508963611,0.15,0.15,,40,8,0,0,0.0,0.0,0,0,0,0.0,0,22,3,0
tiktok,7094408231224623874,tiktok_24403774,7094264285508963611,0.8,0.2,,31,7,2,0,0.2857142857142857,0.0,0,0,0,0.14285714285714285,0,0,4,1
tiktok,7094409681145332481,tiktok_6834409652350092290,7094264285508963611,0.2,0.2,,39,6,4,2,0.6666666666666666,0.05128205128205128,0,0,0,0.16666666666666666,0,0,4,1
tiktok,7094326184150549250,tiktok_6924618313679979522,7094264285508963611,0.2,0.2,,17,2,0,0,0.0,0.0,0,0,0,0.0,0,18,3,0
tiktok,7094391324455142146,tiktok_6943125603005318145,7094264285508963611,0.2,0.2,,22,3,0,2,0.0,0.09090909090909091,0,0,0,0.0,0,23,3,0
tiktok,7094272126756733697,tiktok_6798815109608539138,7094264285508963611,0.1,0.1,,69,14,0,0,0.0,0.0,0,0,0,0.0,0,15,3,0
tiktok,7094310955974492929,tiktok_6819473189832590338,7094264285508963611,0.15,0.15,,35,5,0,1,0.0,0.02857142857142857,0,0,0,0.0,0,17,3,0
tiktok,7094292617458041602,tiktok_7050421214871602202,7094264285508963611,0.8,0.2,,88,17,0,0,0.0,0.0,0,0,0,0.058823529411764705,0,16,3,0
tiktok,7095112897412154113,tiktok_6571289813894676481,7095027068290764059,0.8,0.2,,53,6,0,2,0.0,0.03773584905660377,0,0,0,0.0,0,21,5,0
tiktok,7095078034856231681,tiktok_7037419827317212162,7095027068290764059,0.8,0.2,,70,11,0,3,0.0,0.04285714285714286,0,0,0,0.0,0,19,5,0
tiktok,7095110950235505410,tiktok_6846424300200231941,7095027068290764059,0.15,0.15,,27,4,0,3,0.0,0.1111111111111111,0,0,0,0.0,0,21,5,0
tiktok,7095112304232088322,tiktok_6795325290450502657,7095027068290764059,0.1,0.1,,98,22,1,1,0.045454545454545456,0.01020408163265306,0,0,0,0.045454545454545456,0,21,5,0
tiktok,7095110996708426497,tiktok_6858828764836611077,7095027068290764059,0.15,0.15,,42,7,0,2,0.0,0.047619047619047616,0,0,0,0.0,0,21,5,0
tiktok,7095097001431843586,tiktok_6920813903585723394,7095027068290764059,0.2,0.2,,46,5,5,1,1.0,0.021739130434782608,0,0,0,0.0,0,20,5,0
tiktok,7095052808508310274,tiktok_6811270062532838406,7095027068290764059,0.2,0.2,,129,24,4,6,0.16666666666666666,0.046511627906976744,0,0,0,0.041666666666666664,0,17,5,0
tiktok,7095110613236138754,tiktok_6804073567199937537,7095027068290764059,0.2,0.2,,17,4,0,0,0.0,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095104646519702273,tiktok_7062551525340005378,7095027068290764059,0.2,0.2,,27,7,3,0,0.42857142857142855,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095075546983383809,tiktok_6682964568346559490,7095027068290764059,0.15,0.15,,23,5,0,2,0.0,0.08695652173913043,0,0,0,0.0,0,19,5,0
tiktok,7095107087290008322,tiktok_6705676928940246017,7095027068290764059,0.2,0.2,,23,3,3,0,1.0,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095102790745457409,tiktok_6810222167805920257,7095027068290764059,0.2,0.2,,48,9,8,0,0.8888888888888888,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095047716384359169,tiktok_6725696416779518977,7095027068290764059,0.15,0.15,,34,5,3,0,0.6,0.0,0,0,0,0.0,0,17,5,0
tiktok,7095103704403395330,tiktok_6805462649460868101,7095027068290764059,0.1,0.1,,41,9,1,0,0.1111111111111111,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095098065757389570,tiktok_7018144068036412418,7095027068290764059,0.15,0.15,,24,4,0,3,0.0,0.125,0,0,0,0.0,0,20,5,0
tiktok,7095077293533840129,tiktok_7039311501123716097,7095027068290764059,0.8,0.2,,44,9,4,0,0.4444444444444444,0.0,0,0,0,0.0,0,19,5,0
tiktok,7095101738852008705,tiktok_6809729614223524865,7095027068290764059,0.15,0.15,,42,7,2,1,0.2857142857142857,0.023809523809523808,0,0,0,0.0,0,20,5,0
tiktok,7095078849339327233,tiktok_6756919771809661954,7095027068290764059,0.2,0.2,,12,3,0,0,0.0,0.0,0,0,0,0.0,0,19,5,0
tiktok,7095105030511985410,tiktok_6806150648129733634,7095027068290764059,0.8,0.2,,71,11,2,0,0.18181818181818182,0.0,0,0,0,0.0,0,21,5,0
tiktok,7095110838948070145,tiktok_6782533953594328066,7095027068290764059,0.8,0.2,,102,17,8,2,0.47058823529411764,0.0196078431372549,0,0,0,0.0,0,21,5,0
tiktok,7095110184750007041,tiktok_6959869718879618050,7095027068290764059,0.8,0.2,,80,16,3,0,0.1875,0.0,0,0,0,0.0625,0,21,5,0
