user_id,source,is_sockpuppet,amp_prob,comment_count,video_count,videos_per_comment,avg_time_between_comments,std_time_between_comments,min_time_between_comments,emoji_score_mean,emoji_score_max,emoji_score_std,emoji_score_sum,length_score_mean,length_score_max,length_score_std,length_score_sum,repetition_score_mean,repetition_score_max,repetition_score_std,repetition_score_sum,punctuation_score_mean,punctuation_score_max,punctuation_score_std,punctuation_score_sum
tiktok_6818944396639470593,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.2127659574468085,0.2127659574468085,0.0,0.2127659574468085
tiktok_6818949043998229506,tiktok,,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6818993640234566658,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819061534674863106,tiktok,,0.6,2,1,0.5,7.0,0.0,7.0,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819073404035089413,tiktok,,1.0,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06493506493506494,0.06493506493506494,0.0,0.06493506493506494
tiktok_6819093827572302850,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819099655297844226,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454
tiktok_6819145316400284673,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819153453521765377,tiktok,,0.15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
tiktok_6819163058775147521,tiktok,,0.9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819168723242451969,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08064516129032258,0.08064516129032258,0.0,0.08064516129032258
tiktok_6819174314257368065,tiktok,,0.9,1,1,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819184823295575042,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
tiktok_6819187545219253250,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.18518518518518517,0.18518518518518517,0.0,0.18518518518518517
tiktok_6819193753501991937,tiktok,,0.175,2,2,1.0,4601783.0,0.0,4601783.0,0.125,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819234351000978434,tiktok,,0.67,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819260971590517761,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819269862772392962,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091
tiktok_6819279542851617794,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819281713669374977,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0
tiktok_6819309925555586050,tiktok,,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0
tiktok_6819317984033702918,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.06896551724137931,0.03424657534246575,0.03424657534246575,0.0,0.03424657534246575
tiktok_6819320488218510342,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819336738243527686,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454546,0.4545454545454546,0.0,0.4545454545454546
tiktok_6819415487900124162,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
tiktok_6819430639419950082,tiktok,,0.3,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819445930879304706,tiktok,,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.3731343283582089,0.3731343283582089,0.0,0.3731343283582089
tiktok_6819461963145004034,tiktok,,0.5566666666666666,3,3,1.0,6528578.0,9015438.926073872,153700.0,0.47222222222222215,1.0,0.3868996743662256,1.4166666666666665,0.0,0.0,0.0,0.0,0.027777777777777776,0.08333333333333333,0.039283710065919304,0.08333333333333333,0.0,0.0,0.0,0.0
tiktok_6819471652927489026,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.23809523809523808,0.23809523809523808,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
tiktok_6819473189832590338,tiktok,,0.15,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
tiktok_6819518244530701314,tiktok,,0.39999999999999997,3,3,1.0,8820128.0,5873552.779441247,4666899.0,0.08333333333333333,0.25,0.11785113019775792,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03141818976586618,0.060240963855421686,0.024661651316124866,0.09425456929759855
tiktok_6819553334777971714,tiktok,,0.2,2,2,1.0,884993.0,0.0,884993.0,0.9285714285714286,1.0,0.07142857142857145,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531914893617021,1.0,0.44680851063829785,1.1063829787234043
tiktok_6819556543978423297,tiktok,,0.8,1,1,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819559581363078146,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819561835985978369,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiktok_6819563600576037889,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
tiktok_6819573020261319682,tiktok,,0.1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.12931034482758622,0.12931034482758622,0.0,0.12931034482758622
tiktok_6819577734751224833,tiktok,,0.2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
